auction_id,starting_price,current_bid,bidders,total_bids,avg_increment,bid_velocity,auction_duration,time_remaining,final_price,winner_id,will_win
13471,395,1408,11,59,40,8.0,84,81,1588,14,1
13472,1232,3768,17,83,124,8.0,197,78,4919,12,1
13473,576,1851,19,88,58,8.0,158,0,2541,10,1
13474,734,2270,2,33,74,8.0,193,24,2269,2,1
13475,995,1015,3,18,100,8.0,54,15,1236,10,0
13476,150,408,5,39,15,8.0,206,51,587,14,1
13477,274,586,3,44,27,8.0,246,91,921,16,1
13478,1403,5286,5,43,142,8.0,177,60,4643,6,1
13479,915,2725,7,43,92,8.0,126,60,2642,8,1
13480,1743,4202,5,23,176,8.0,77,12,3647,18,1
13481,1419,6351,19,89,143,8.0,101,66,7119,19,1
13482,115,379,6,48,11,8.0,171,88,612,1,1
13483,1271,5169,12,62,128,8.0,98,42,5407,11,1
13484,278,1170,14,87,28,8.0,240,68,1565,9,1
13485,1583,5619,4,24,160,8.0,65,29,4561,6,1
13486,1983,4666,20,95,201,8.0,169,26,6941,17,1
13487,1109,2908,12,73,112,8.0,163,18,3883,10,1
13488,1397,1935,12,62,141,8.0,67,24,3502,14,0
13489,550,1697,3,36,55,7.328332373787463,298,34,1805,5,1
13490,931,2510,16,96,94,8.0,252,56,3899,20,1
13491,1726,2748,9,54,175,8.0,134,78,4268,6,0
13492,418,418,3,37,42,8.0,214,28,784,20,0
13493,604,2427,9,53,61,8.0,223,16,2494,12,1
13494,946,946,16,91,95,8.0,205,44,2764,12,0
13495,1453,3208,17,88,147,8.0,146,78,5225,11,0
13496,814,2338,14,83,82,8.0,268,38,3072,18,1
13497,1862,5137,18,91,188,8.0,238,91,7143,8,1
13498,279,775,15,72,28,8.0,176,24,1268,1,1
13499,804,1318,15,72,81,8.0,30,75,2179,1,0
13500,1447,2930,2,22,146,8.0,90,46,2935,2,1
13501,529,529,2,21,53,7.471224202158406,167,10,843,16,0
13502,1347,5688,4,39,136,8.0,272,28,4468,4,1
13503,412,1252,16,80,41,8.0,199,85,1878,5,1
13504,206,790,6,41,20,8.0,142,0,1048,10,1
13505,329,1145,6,31,33,8.0,42,75,1200,2,1
13506,1866,5385,5,47,189,8.0,191,81,5555,3,1
13507,1148,3100,15,75,116,8.0,124,11,3823,12,1
13508,1613,3955,8,49,163,8.0,175,96,4603,12,1
13509,732,2083,16,94,74,8.0,236,87,3116,17,1
13510,1226,1897,12,77,124,8.0,247,17,3418,10,0
13511,1040,2355,15,93,105,8.0,263,24,3632,20,1
13512,1896,5384,7,45,192,8.0,201,81,5507,20,1
13513,1520,5342,11,71,154,8.0,274,54,5858,12,1
13514,1488,5517,8,58,150,8.0,216,92,5521,20,1
13515,188,750,11,65,19,8.0,241,97,981,9,1
13516,1144,2397,15,83,116,8.0,215,34,3522,20,1
13517,987,2944,6,56,100,8.0,265,9,3703,10,1
13518,1862,5192,2,16,188,8.0,90,70,4003,9,1
13519,588,1347,20,99,59,8.0,235,92,2315,16,0
13520,612,1251,9,41,62,8.0,61,16,1676,18,1
13521,881,881,20,93,89,8.0,54,98,2724,12,0
13522,562,818,18,85,57,8.0,162,19,1766,17,0
13523,345,451,20,87,35,8.0,111,8,1346,2,0
13524,1729,3305,17,90,175,8.0,182,49,5780,15,0
13525,1160,2474,5,45,117,8.0,212,80,2783,12,1
13526,1736,3186,9,47,176,8.0,91,35,4119,15,1
13527,1679,6267,5,47,170,8.0,218,33,6278,13,1
13528,635,975,14,88,64,8.0,298,19,2107,15,0
13529,1140,2023,8,52,115,8.0,235,98,2871,16,0
13530,258,686,2,20,26,8.0,76,34,760,5,1
13531,1838,3406,10,67,186,8.0,201,66,5537,18,0
13532,868,3571,5,27,88,8.0,32,13,2807,18,1
13533,847,2598,15,73,85,8.0,156,44,3236,4,1
13534,675,1382,10,58,68,8.0,173,79,1904,18,0
13535,975,2412,4,46,98,8.0,292,97,2820,15,1
13536,578,1367,16,95,58,8.0,229,17,2208,20,1
13537,812,3326,6,42,82,8.0,220,9,3407,6,1
13538,1619,4797,2,32,164,8.0,173,98,4219,5,1
13539,1685,3665,12,59,170,8.0,168,55,4914,13,1
13540,677,1784,20,106,68,8.0,297,34,2986,3,1
13541,991,2122,6,23,100,8.0,35,96,2193,14,0
13542,1760,6415,18,85,178,8.0,111,39,7768,2,1
13543,200,200,20,91,20,8.0,66,23,840,17,0
13544,1789,4727,18,82,181,8.0,115,80,5923,7,1
13545,516,885,6,47,52,8.0,155,31,1331,19,1
13546,1389,2305,10,55,140,8.0,122,32,3134,10,1
13547,1206,1791,7,57,122,8.0,289,44,2749,16,0
13548,1150,3051,14,83,116,8.0,213,69,4179,14,1
13549,1732,2069,12,65,175,8.0,226,84,4059,8,0
13550,292,797,2,31,29,8.0,230,22,938,17,1
13551,759,2302,18,97,76,8.0,272,36,3602,17,1
13552,1122,4630,7,55,113,8.0,237,49,4475,6,1
13553,1641,5962,4,27,166,8.0,34,2,4981,12,1
13554,511,1637,17,73,51,8.0,100,69,1975,2,1
13555,1625,6153,14,81,164,8.0,297,56,6829,14,1
13556,859,1805,13,67,87,8.0,206,13,2524,14,1
13557,458,1270,12,56,46,8.0,48,13,1542,6,1
13558,1542,1721,3,26,156,8.0,155,89,2080,3,0
13559,272,745,20,108,27,8.0,294,68,1354,8,1
13560,1078,2413,9,63,109,8.0,298,38,2840,8,1
13561,221,924,14,65,22,8.0,146,33,1167,20,1
13562,777,1489,15,95,78,8.0,271,31,2785,7,0
13563,1242,4149,16,77,125,8.0,189,65,5124,3,1
13564,1156,3867,18,96,117,8.0,167,17,4779,7,1
13565,868,2987,16,84,88,8.0,141,98,3940,14,1
13566,915,3038,11,80,92,8.0,270,68,4057,14,1
13567,530,2158,2,35,53,8.0,197,12,1991,20,1
13568,966,2903,13,65,97,8.0,120,13,3231,4,1
13569,1911,7577,10,60,193,8.0,162,64,7052,6,1
13570,1715,5649,6,47,173,8.0,149,38,5604,7,1
13571,375,1526,16,82,38,8.0,151,65,1942,7,1
13572,156,547,4,28,15,8.0,114,72,725,11,1
13573,1873,4672,20,98,189,8.0,200,53,7117,9,1
13574,1100,1982,8,34,111,8.0,44,25,2272,4,1
13575,1121,4671,8,67,113,8.0,269,55,4982,3,1
13576,1583,2040,8,49,160,8.0,142,42,3186,15,0
13577,697,2803,3,41,70,8.0,246,89,2671,18,1
13578,1015,3263,3,34,102,8.0,226,74,2952,1,1
13579,1940,5933,13,71,196,8.0,157,61,7794,20,1
13580,1377,3834,6,37,139,8.0,83,3,3829,7,1
13581,392,737,5,43,39,8.0,181,99,1082,14,0
13582,353,1076,8,68,35,8.0,285,56,1543,9,1
13583,488,1251,17,72,49,8.0,80,25,2023,11,1
13584,1556,3545,4,34,157,8.0,99,59,3944,19,1
13585,661,2097,3,48,67,8.0,298,81,2215,2,1
13586,140,155,18,94,14,8.0,270,53,677,14,0
13587,1893,5754,10,57,192,8.0,178,77,6009,6,1
13588,422,1897,9,63,42,8.0,217,41,1945,4,1
13589,118,118,13,61,11,8.0,149,58,509,13,0
13590,550,1407,8,42,55,8.0,139,42,1564,11,1
13591,546,1354,15,74,55,8.0,149,52,1890,8,1
13592,901,968,17,89,91,8.0,141,16,2713,4,0
13593,1848,4851,2,28,187,8.0,212,59,4658,15,1
13594,1770,2399,11,58,179,8.0,119,97,3931,17,0
13595,968,3719,12,55,98,8.0,76,76,4116,1,1
13596,880,3638,8,63,89,8.0,220,32,3638,16,1
13597,1154,4443,19,76,117,8.0,38,86,5262,5,1
13598,562,2381,20,106,57,8.0,224,89,2961,17,1
13599,199,636,15,68,20,8.0,101,17,1007,11,1
13600,1884,7389,18,79,191,8.0,81,5,7545,17,1
13601,454,1203,20,91,46,8.0,132,57,1993,5,1
13602,476,1776,14,59,48,8.0,61,47,2072,11,1
13603,997,4292,4,32,101,8.0,133,71,3799,6,1
13604,1034,2283,3,22,104,8.0,57,29,2177,2,1
13605,135,524,10,65,13,8.0,160,38,781,6,1
13606,381,973,8,48,38,8.0,77,26,1327,1,1
13607,818,2510,15,73,82,8.0,65,29,3161,17,1
13608,1399,5689,6,45,141,8.0,186,0,5297,1,1
13609,533,2167,16,89,54,8.0,198,51,2667,11,1
13610,903,3204,2,10,91,8.0,31,47,2772,12,1
13611,1158,2267,8,40,117,8.0,134,35,2632,17,1
13612,1788,2003,6,24,181,8.0,51,54,2521,17,0
13613,719,3202,5,48,72,8.0,229,39,3088,7,1
13614,353,1027,12,77,35,8.0,214,43,1454,17,1
13615,1029,1245,20,85,104,8.0,43,0,2901,1,0
13616,1518,6606,7,53,153,8.0,284,6,5979,19,1
13617,308,769,19,106,31,8.0,289,15,1596,19,1
13618,906,3954,6,36,91,8.0,120,18,3163,5,1
13619,133,287,16,79,13,8.0,65,45,694,17,0
13620,163,682,7,34,16,8.0,60,87,774,6,1
13621,1017,4027,5,45,103,8.0,256,40,3636,8,1
13622,666,1695,18,87,67,8.0,153,62,2711,2,1
13623,1705,3335,16,64,172,8.0,32,2,4946,8,1
13624,1244,4403,19,103,126,8.0,279,85,5713,4,1
13625,962,3798,7,44,97,8.0,190,11,3744,20,1
13626,875,875,20,100,88,8.0,216,28,2864,15,0
13627,1044,1704,13,72,105,8.0,252,81,3128,1,0
13628,176,422,10,61,17,8.0,251,26,742,16,1
13629,1796,2818,9,37,182,8.0,50,25,3764,16,1
13630,1996,3601,16,88,202,8.0,184,60,6438,14,0
13631,444,1203,2,32,45,8.0,217,90,1356,4,1
13632,328,728,3,16,33,8.0,53,21,833,15,1
13633,372,1587,4,20,37,8.0,90,62,1481,20,1
13634,1355,5308,20,99,137,8.0,136,60,6125,20,1
13635,1356,2130,11,66,137,8.0,269,65,3374,8,0
13636,1711,7371,15,92,173,8.0,259,94,8175,2,1
13637,1528,2449,20,104,154,8.0,241,16,5154,12,0
13638,954,2870,12,77,96,8.0,297,65,3736,12,1
13639,1264,2447,7,33,128,8.0,95,18,2561,19,1
13640,1407,2609,20,92,142,8.0,156,31,4601,4,0
13641,1074,3006,15,73,108,8.0,150,38,3729,16,1
13642,1003,4319,9,61,101,8.0,213,83,4481,19,1
13643,1325,3115,3,44,134,8.0,259,5,3255,19,1
13644,1159,2134,19,87,117,8.0,162,73,3289,6,0
13645,1323,2284,5,42,134,8.0,162,91,2947,14,0
13646,1264,2457,4,39,128,8.0,194,7,2774,9,1
13647,1466,3585,3,40,148,8.0,230,79,3301,13,1
13648,1321,5325,5,37,133,8.0,84,10,4725,7,1
13649,1087,2136,19,100,110,8.0,289,96,4030,9,0
13650,1395,2522,12,54,141,8.0,54,81,3439,9,0
13651,954,2790,10,43,96,8.0,36,69,2949,3,1
13652,559,1670,9,47,56,8.0,126,55,2057,1,1
13653,102,251,9,59,10,8.0,219,92,558,13,1
13654,1163,1751,6,50,118,8.0,294,11,2808,1,1
13655,1222,1841,14,92,123,8.0,281,12,3678,17,0
13656,1946,5304,8,62,197,8.0,215,82,5792,16,1
13657,786,1458,6,43,79,8.0,147,48,1932,9,1
13658,848,1159,14,84,86,8.0,190,84,2782,14,0
13659,483,483,17,103,49,8.0,291,39,1751,9,0
13660,234,303,15,77,23,8.0,101,45,875,18,0
13661,1568,6077,6,41,158,8.0,159,33,5569,13,1
13662,574,790,20,100,58,8.0,217,95,2185,4,0
13663,1256,1256,5,28,127,8.0,32,46,1866,17,0
13664,1406,3162,12,64,142,8.0,132,75,4029,13,1
13665,995,4214,3,33,100,8.0,183,69,3806,7,1
13666,1765,4818,14,89,178,8.0,273,23,6588,1,1
13667,943,943,17,103,95,8.0,297,91,2763,15,0
13668,641,2196,10,59,65,8.0,180,54,2524,12,1
13669,1802,4114,17,102,182,8.0,285,85,6381,1,0
13670,1736,6330,8,43,176,8.0,56,83,5914,20,1
13671,411,1238,17,86,41,8.0,219,5,2000,20,1
13672,149,196,14,67,15,8.0,138,61,610,9,0
13673,270,689,6,56,27,8.0,232,78,1014,14,1
13674,644,1839,16,90,65,8.0,264,90,2959,18,1
13675,1947,5163,8,31,197,8.0,44,50,4930,7,1
13676,1161,4312,19,100,117,8.0,282,75,5828,8,1
13677,809,3191,3,16,82,8.0,48,96,2438,8,1
13678,1788,5842,9,67,181,8.0,233,82,6632,10,1
13679,960,960,11,51,97,8.0,48,85,1852,9,0
13680,698,1470,11,68,70,8.0,262,40,2209,18,1
13681,1888,4087,12,53,191,8.0,85,9,4786,5,1
13682,1714,2782,9,52,173,8.0,147,96,3771,19,0
13683,1702,4056,17,103,172,8.0,281,69,6355,14,0
13684,1073,1604,17,93,108,8.0,243,17,3006,5,0
13685,1599,5752,18,92,162,8.0,242,97,6792,4,1
13686,440,1713,7,55,44,8.0,236,71,1853,10,1
13687,1189,5062,19,102,120,8.0,183,9,6172,2,1
13688,1969,1969,18,106,199,8.0,286,17,5743,16,0
13689,652,1823,13,75,66,8.0,254,86,2260,3,1
13690,1609,2532,16,82,163,8.0,148,95,4412,15,0
13691,1031,2852,8,55,104,8.0,230,36,3259,7,1
13692,175,186,15,94,17,8.0,299,41,745,11,0
13693,1549,5627,5,42,157,8.0,265,39,4742,11,1
13694,420,794,18,75,42,8.0,30,83,1534,12,0
13695,1299,3765,12,75,131,8.0,229,45,5065,12,1
13696,262,984,7,58,26,8.0,272,37,1100,12,1
13697,1899,4569,11,53,192,8.0,118,62,5456,6,1
13698,654,2926,16,101,66,8.0,293,49,3393,2,1
13699,530,2004,7,46,53,8.0,138,53,2209,15,1
13700,345,817,17,86,35,8.0,143,40,1406,2,0
13701,1897,6464,13,60,192,8.0,73,46,7013,1,1
13702,1452,4761,20,88,147,8.0,56,3,6131,6,1
13703,1509,1509,17,87,152,8.0,174,92,3752,16,0
13704,1048,2277,15,75,106,8.0,192,3,3455,12,1
13705,1001,2750,7,48,101,8.0,129,77,2937,2,1
13706,309,721,10,62,31,8.0,193,29,1081,7,1
13707,1163,1714,2,23,117,8.0,136,11,1849,8,1
13708,569,1848,9,61,57,8.0,264,60,2152,7,1
13709,1956,8717,8,63,198,8.0,287,70,8989,13,1
13710,1613,3324,15,88,163,8.0,190,63,5386,7,0
13711,884,3850,9,61,89,8.0,257,57,3528,19,1
13712,387,1394,12,79,39,8.0,260,53,1896,12,1
13713,1592,3207,10,69,161,8.0,222,54,4555,16,0
13714,331,780,20,96,33,8.0,81,86,1508,7,0
13715,459,1434,8,42,46,8.0,71,9,1636,3,1
13716,501,1790,7,58,50,8.0,278,15,2144,16,1
13717,1158,4126,19,83,117,8.0,101,81,4819,2,1
13718,1595,5060,6,34,161,8.0,96,30,4518,15,1
13719,697,847,20,85,70,8.0,74,77,1884,9,0
13720,260,1033,12,63,26,8.0,172,35,1301,9,1
13721,982,1757,6,53,99,8.0,212,92,2343,16,0
13722,1521,2203,10,62,154,8.0,212,28,3200,5,0
13723,521,825,9,46,52,8.0,100,42,1351,12,0
13724,517,517,12,51,52,8.0,55,15,1225,6,0
13725,1899,6691,7,38,192,8.0,113,66,5876,7,1
13726,1912,1912,16,80,193,8.0,165,40,4831,17,0
13727,1981,1981,7,45,200,8.0,195,94,3120,12,0
13728,1634,1634,12,65,165,8.0,103,1,3316,2,0
13729,457,457,16,73,46,8.0,79,38,1258,8,0
13730,502,1667,13,75,50,8.0,257,2,2191,16,1
13731,746,1965,10,71,75,8.0,261,32,2551,7,1
13732,704,2315,11,61,71,8.0,105,38,2381,20,1
13733,1917,3178,16,91,194,8.0,181,25,5992,4,0
13734,1599,5536,18,92,162,8.0,148,25,7003,20,1
13735,1475,2881,17,78,149,8.0,68,26,4343,20,1
13736,453,1196,9,62,45,8.0,283,26,1588,1,1
13737,1828,7296,18,79,185,8.0,32,28,7251,6,1
13738,1672,1738,12,60,169,8.0,80,85,3602,14,0
13739,410,1629,12,55,41,8.0,123,3,1730,11,1
13740,1755,3557,7,63,177,8.0,261,98,5037,2,0
13741,617,1054,3,36,62,8.0,242,28,1368,6,1
13742,253,999,2,32,25,8.0,186,2,1145,18,1
13743,1347,4544,7,44,136,8.0,217,17,4778,18,1
13744,1342,2543,6,39,136,8.0,122,94,2995,5,0
13745,280,947,10,67,28,8.0,283,99,1377,4,1
13746,705,2924,6,23,71,8.0,37,24,2614,9,1
13747,1986,7986,19,84,201,8.0,57,22,9281,11,1
13748,1389,5254,20,109,140,8.0,279,83,6899,15,1
13749,1487,6674,16,101,150,8.0,285,91,7383,1,1
13750,504,718,16,78,51,8.0,162,65,1510,14,0
13751,249,892,10,55,25,8.0,185,93,1179,4,1
13752,626,1182,15,85,63,8.0,273,95,2137,20,0
13753,572,2433,6,54,58,8.0,260,75,2545,2,1
13754,545,598,18,105,55,8.0,262,34,1861,13,0
13755,466,1524,16,75,47,8.0,130,14,2053,1,1
13756,1192,1844,18,103,120,8.0,254,51,4087,1,0
13757,723,3229,10,52,73,8.0,48,28,3222,2,1
13758,1658,4515,14,75,168,8.0,161,11,5984,11,1
13759,449,1246,14,65,45,8.0,94,39,1583,4,1
13760,982,2703,6,25,99,8.0,39,47,2381,8,1
13761,125,454,15,75,12,8.0,196,66,805,20,1
13762,1015,4460,8,42,102,8.0,50,22,3884,8,1
13763,206,897,6,33,20,8.0,62,86,1104,7,1
13764,1957,3256,13,58,198,8.0,52,18,4786,19,0
13765,1602,4593,4,51,162,8.0,293,99,4719,5,1
13766,1031,2907,10,49,104,8.0,40,55,3396,6,1
13767,264,333,11,60,26,8.0,102,14,727,10,0
13768,1225,4141,2,27,124,7.9405951949050095,206,83,3633,5,1
13769,1541,5563,15,81,156,8.0,252,25,6480,14,1
13770,462,1857,2,34,46,8.0,194,18,1882,7,1
13771,1179,4153,11,68,119,8.0,293,13,4981,7,1
13772,1647,2040,12,61,166,8.0,121,55,3859,2,0
13773,1559,6550,3,24,158,8.0,157,87,5236,2,1
13774,1625,2569,3,39,164,8.0,251,89,3361,2,0
13775,1770,5410,12,76,179,8.0,214,78,6830,5,1
13776,1881,5994,9,42,190,8.0,87,58,5990,8,1
13777,870,1185,4,31,88,8.0,164,52,1582,5,0
13778,1180,2444,10,77,119,8.0,293,37,3830,9,1
13779,1602,3059,17,91,162,8.0,263,4,5207,9,0
13780,1424,4880,17,77,144,8.0,81,83,5722,13,1
13781,1991,6198,11,49,201,8.0,78,99,6425,8,1
13782,125,297,7,62,12,8.0,253,92,577,12,1
13783,774,1093,12,51,78,8.0,83,93,1804,4,0
13784,633,2240,9,50,64,8.0,152,33,2429,6,1
13785,598,2557,2,11,60,8.0,78,9,1833,15,1
13786,522,1534,7,32,53,8.0,33,87,1598,12,1
13787,1447,6042,9,67,146,8.0,266,76,6452,4,1
13788,261,992,15,80,26,8.0,240,39,1419,14,1
13789,1509,6512,4,39,152,8.0,157,83,5990,10,1
13790,1417,2913,3,17,143,8.0,73,13,2968,8,1
13791,576,1809,2,28,58,6.7431835561528235,247,65,1642,9,1
13792,580,954,12,61,58,8.0,127,95,1651,1,0
13793,1294,4571,7,53,131,8.0,208,91,4601,17,1
13794,1548,6875,9,56,156,8.0,115,76,6628,16,1
13795,1765,3512,8,43,178,8.0,146,26,4168,4,1
13796,1719,1792,7,41,174,8.0,174,10,2767,8,0
13797,1933,8509,19,95,195,8.0,235,32,9826,16,1
13798,1204,1204,13,83,122,8.0,254,61,3077,17,0
13799,1826,3922,9,46,185,8.0,149,31,4545,8,1
13800,1636,4697,20,94,165,8.0,92,41,6075,6,1
13801,1799,6647,6,31,182,8.0,71,40,5778,15,1
13802,122,195,20,94,12,8.0,122,33,718,20,0
13803,1935,1935,10,65,196,8.0,246,92,3897,8,0
13804,999,3377,13,70,101,8.0,103,31,4184,15,1
13805,1616,1874,16,72,163,8.0,42,99,3658,13,0
13806,341,581,14,69,34,8.0,182,20,1316,11,0
13807,852,1526,14,56,86,8.0,39,87,2314,4,0
13808,615,2401,6,55,62,8.0,268,73,2681,9,1
13809,654,1925,3,35,66,8.0,213,66,1926,14,1
13810,334,825,20,95,33,8.0,99,44,1475,1,1
13811,1630,1630,9,53,165,8.0,156,81,3091,13,0
13812,117,315,15,88,11,8.0,229,49,777,14,1
13813,693,2384,7,62,70,8.0,277,13,2769,12,1
13814,431,1903,8,64,43,8.0,266,28,2129,1,1
13815,1219,3152,15,67,123,8.0,48,18,3961,4,1
13816,583,1668,7,39,59,8.0,51,56,1881,11,1
13817,592,1177,17,88,60,8.0,191,65,2081,12,0
13818,1027,3924,5,35,104,8.0,164,33,3446,9,1
13819,1340,3751,8,39,135,8.0,109,3,3582,1,1
13820,330,724,17,99,33,8.0,293,65,1515,11,1
13821,433,533,5,49,43,8.0,231,6,1093,2,0
13822,569,2335,8,52,57,8.0,215,96,2412,4,1
13823,1950,7342,3,25,197,8.0,78,88,6230,7,1
13824,854,1339,9,52,86,8.0,106,83,2043,11,0
13825,1238,4999,11,68,125,8.0,193,36,5227,5,1
13826,558,1599,3,35,56,8.0,244,74,1402,16,1
13827,1031,3767,7,58,104,8.0,281,4,3954,8,1
13828,240,772,5,43,24,8.0,218,8,947,6,1
13829,166,175,2,24,16,8.0,143,49,434,2,0
13830,990,1704,7,47,100,8.0,216,58,2390,3,0
13831,857,2027,13,53,86,8.0,48,76,2852,20,0
13832,360,436,15,79,36,8.0,192,29,1125,20,0
13833,1406,3064,16,90,142,8.0,271,54,5026,20,0
13834,1986,1986,19,100,201,8.0,201,6,6178,9,0
13835,851,3465,18,74,86,8.0,32,47,3569,10,1
13836,1286,1286,10,67,130,8.0,217,67,2938,9,0
13837,1929,5458,16,92,195,8.0,226,98,7274,5,1
13838,1679,5630,19,92,170,8.0,176,76,6929,15,1
13839,980,1847,19,110,99,8.0,250,99,3549,10,0
13840,1501,1501,6,29,152,8.0,84,49,2053,4,0
13841,343,978,17,83,34,8.0,140,43,1633,9,1
13842,1072,2704,10,73,108,8.0,248,83,3370,12,1
13843,630,939,4,34,63,8.0,192,46,1292,8,0
13844,406,463,13,79,41,8.0,298,75,1370,15,0
13845,909,3413,15,62,92,8.0,48,99,3770,8,1
13846,348,530,2,18,35,8.0,95,72,680,6,0
13847,1428,3388,10,43,144,8.0,83,1,3800,11,1
13848,966,3592,10,71,98,8.0,293,18,4130,7,1
13849,1109,4644,14,87,112,8.0,264,27,5769,13,1
13850,378,860,9,37,38,8.0,65,82,1166,12,1
13851,365,922,12,60,37,8.0,125,93,1285,16,1
13852,1208,4144,15,62,122,8.0,44,64,4378,11,1
13853,1971,2694,17,97,199,8.0,200,8,5593,3,0
13854,282,1105,12,64,28,8.0,119,49,1356,16,1
13855,642,1161,20,90,65,8.0,99,85,2177,6,0
13856,1751,4099,11,66,177,8.0,171,36,5307,17,1
13857,237,1013,9,65,24,8.0,244,6,1299,3,1
13858,1764,7744,12,61,178,8.0,139,77,7816,17,1
13859,1096,2634,9,58,111,8.0,234,65,3386,15,1
13860,875,1571,11,58,88,8.0,150,46,2247,5,0
13861,688,899,18,89,69,8.0,87,84,2098,9,0
13862,664,914,12,69,67,8.0,150,84,1600,12,0
13863,681,1830,13,69,69,8.0,175,70,2539,3,1
13864,1781,5944,11,64,180,8.0,154,94,6396,10,1
13865,1475,3160,18,83,149,8.0,104,45,4554,16,0
13866,1372,2311,4,28,139,8.0,79,72,2679,6,0
13867,1617,1617,8,57,163,8.0,285,83,3098,18,0
13868,588,1103,4,34,59,8.0,110,63,1470,16,1
13869,1274,3988,18,100,129,8.0,220,55,5450,14,1
13870,974,3450,9,45,98,8.0,121,73,3323,6,1
13871,1586,6052,20,110,160,8.0,291,35,7763,8,1
13872,687,1878,15,86,69,8.0,296,36,2665,14,1
13873,1322,5569,6,50,134,8.0,252,97,4998,13,1
13874,1776,6607,20,94,180,8.0,186,11,7752,13,1
13875,864,3205,14,75,87,8.0,176,84,3817,4,1
13876,226,226,19,95,22,8.0,118,78,986,20,0
13877,1080,1080,12,57,109,8.0,62,5,2306,14,0
13878,757,2750,13,65,76,8.0,51,70,2924,8,1
13879,1377,2648,9,51,139,8.0,155,9,3300,6,1
13880,1906,3518,13,89,193,8.0,294,21,5891,2,1
13881,1022,1937,2,24,103,8.0,96,95,2069,6,0
13882,985,3531,19,86,99,8.0,140,36,4302,4,1
13883,1343,4444,3,38,136,8.0,203,5,4400,12,1
13884,296,296,13,67,30,8.0,124,52,993,19,0
13885,581,2168,20,89,58,8.0,30,20,2721,4,1
13886,1846,4466,8,44,187,8.0,136,42,5216,9,1
13887,1372,4859,8,64,139,8.0,247,10,4814,9,1
13888,125,540,2,34,12,7.216279876264602,284,9,679,12,1
13889,488,1542,19,87,49,8.0,104,50,2369,9,1
13890,1397,4646,9,68,141,8.0,278,33,5199,16,1
13891,1552,3192,11,75,157,8.0,264,15,4931,13,1
13892,1695,5259,2,21,171,8.0,139,58,4529,1,1
13893,655,2261,16,65,66,8.0,31,6,2803,9,1
13894,1868,3298,16,95,189,8.0,258,75,6151,17,0
13895,1150,2330,5,36,116,8.0,107,5,2665,12,1
13896,1423,1611,11,73,144,8.0,234,97,3302,18,0
13897,1233,4484,9,59,125,8.0,184,73,5008,7,1
13898,333,1040,15,76,33,8.0,89,89,1564,16,1
13899,1929,4285,14,80,195,8.0,205,43,6518,16,1
13900,333,924,18,91,33,8.0,236,5,1447,19,1
13901,584,1931,8,45,59,8.0,158,22,2052,5,1
13902,1645,2432,7,57,166,8.0,231,97,3673,17,0
13903,1275,4215,10,48,129,8.0,139,61,4168,13,1
13904,1692,5289,9,67,171,8.0,294,22,6601,7,1
13905,1079,3451,15,67,109,8.0,94,48,4024,9,1
13906,816,1635,4,36,82,8.0,240,31,1933,18,1
13907,1851,2514,14,86,187,8.0,232,48,5446,18,0
13908,168,379,10,56,17,8.0,172,83,750,6,1
13909,1726,1981,10,58,175,8.0,124,22,3645,7,0
13910,538,756,12,71,54,8.0,150,39,1646,18,0
13911,1712,4879,7,53,173,8.0,199,44,5449,16,1
13912,364,1539,13,76,36,8.0,173,58,1909,20,1
13913,1202,1953,5,38,121,8.0,235,7,2404,6,1
13914,1787,4978,5,28,181,8.0,127,20,4370,3,1
13915,999,1384,18,85,101,8.0,58,39,2959,18,0
13916,1518,4231,8,57,153,8.0,166,80,4744,6,1
13917,1628,5850,7,39,165,8.0,99,18,5687,20,1
13918,1499,5708,9,61,152,8.0,196,88,5933,7,1
13919,1858,6296,8,47,188,8.0,170,33,6876,16,1
13920,948,1470,9,63,96,8.0,240,25,2341,15,0
13921,428,1056,10,62,43,8.0,185,40,1491,1,1
13922,190,729,2,20,19,8.0,146,55,775,18,1
13923,568,2000,4,30,57,8.0,62,73,1845,8,1
13924,372,1402,19,78,37,8.0,62,47,1787,1,1
13925,1160,1336,20,102,117,8.0,202,81,3824,18,0
13926,451,1576,12,78,45,8.0,267,81,2160,15,1
13927,173,424,17,90,17,8.0,141,0,1013,9,1
13928,168,357,19,100,17,8.0,173,79,893,12,0
13929,1679,2349,7,44,170,8.0,189,44,3282,12,0
13930,1223,2057,3,29,124,8.0,158,96,2428,13,0
13931,780,2357,5,31,79,8.0,46,82,2126,19,1
13932,1799,6113,6,38,182,8.0,189,38,5724,20,1
13933,233,656,15,64,23,8.0,67,63,1150,19,1
13934,1962,8578,2,31,198,8.0,180,19,7326,1,1
13935,1270,1896,15,88,128,8.0,239,29,3834,10,0
13936,448,1312,14,54,45,8.0,31,20,1569,15,1
13937,1390,4933,17,84,140,8.0,146,75,6080,16,1
13938,1550,2619,5,43,157,8.0,231,0,3195,18,1
13939,915,915,7,52,92,8.0,172,40,1840,2,0
13940,1737,2923,10,57,176,8.0,93,83,4091,4,0
13941,386,386,2,25,39,7.033444269563967,218,70,701,19,0
13942,629,1571,18,93,63,8.0,241,42,2564,12,1
13943,277,277,5,38,28,8.0,127,63,627,4,0
13944,500,1792,7,39,50,8.0,110,43,1851,3,1
13945,553,2287,17,93,56,8.0,177,84,2709,6,1
